nyud 509
nyud 200
scenenet train/0/84 2900
scenenet train/0/325 6325
scenenet train/0/300 6075
scenenet train/0/157 25
scenenet train/0/325 5250
scenenet train/0/432 4250
scenenet train/0/405 175
scenenet train/0/237 7375
scenenet train/0/404 2100
scenenet train/0/465 2675
scenenet train/0/181 3750
scenenet train/0/276 1600
scenenet train/0/360 5375
nyud 970
nyud 1019
scannet scene0000_01 000456
scannet scene0000_02 004324
scannet scene0001_01 000712
scannet scene0000_00 000038
scannet scene0000_02 000447
scannet scene0000_00 003749
scannet scene0000_01 005112
scannet scene0000_00 004096
scannet scene0000_00 000201
scannet scene0001_00 000865
scannet scene0001_00 000180
scannet scene0000_02 004588
scenenet train/0/291 4925
scenenet train/0/443 2225
scenenet train/0/400 4275
scenenet train/0/367 6150
scenenet train/0/183 2525
scenenet train/0/251 3025
scenenet train/0/447 2575
scenenet train/0/405 475
scenenet train/0/239 600
scenenet train/0/440 275
scenenet train/0/15 25
scenenet train/0/25 4550
scenenet train/0/345 6025
scenenet train/0/10 7100
scenenet train/0/332 5400
scenenet train/0/449 3625
scenenet train/0/389 700
scenenet train/0/84 4375
scenenet train/0/473 6425
scenenet train/0/149 25
scenenet train/0/353 2875
scenenet train/0/296 6550
scenenet train/0/332 225
scenenet train/0/247 1200
scenenet train/0/37 7425
scenenet train/0/459 1925
scenenet train/0/428 1400
scenenet train/0/354 3275
scenenet train/0/227 1400
scenenet train/0/21 7475
scenenet train/0/65 7350
scenenet train/0/198 700
scenenet train/0/192 3575
scenenet train/0/48 6950
nyud 1037
nyud 185
scannet scene0000_02 002985
scannet scene0000_00 004568
scannet scene0002_01 001115
scannet scene0000_00 002115
scannet scene0000_00 002887
scannet scene0000_00 003776
scannet scene0002_01 001585
scannet scene0002_00 001134
scannet scene0001_01 000465
scannet scene0002_01 000211
scannet scene0000_01 002349
scannet scene0002_01 004701
scenenet train/0/492 5325
scenenet train/0/188 525
scenenet train/0/335 2300
scenenet train/0/222 7400
scenenet train/0/3 225
scenenet train/0/279 4275
scenenet train/0/289 4725
scenenet train/0/376 5425
scenenet train/0/108 2025
scenenet train/0/372 0
scenenet train/0/470 4750
scenenet train/0/252 3525
scenenet train/0/205 6175
scenenet train/0/305 2900
scenenet train/0/307 7450
scenenet train/0/391 1325
scenenet train/0/413 6900
scenenet train/0/449 250
scenenet train/0/372 1650
scenenet train/0/322 1500
scenenet train/0/27 1325
scenenet train/0/141 3975
scenenet train/0/244 6775
scenenet train/0/279 1675
scenenet train/0/211 1000
scenenet train/0/352 3375
scenenet train/0/181 2600
scenenet train/0/429 925
scenenet train/0/197 6000
scenenet train/0/382 1300
scenenet train/0/72 400
scenenet train/0/172 5050
scenenet train/0/145 5425
scenenet train/0/148 3350
nyud 546
nyud 44
scannet scene0001_00 001237
scannet scene0002_01 002255
scannet scene0002_01 002894
scannet scene0000_01 004037
scannet scene0002_00 000824
scannet scene0002_01 002030
scannet scene0000_02 001143
scannet scene0000_01 000767
scannet scene0000_00 005028
scannet scene0001_00 000968
scannet scene0002_01 003621
scannet scene0001_01 000538
scenenet train/0/359 1900
scenenet train/0/315 1975
scenenet train/0/353 3450
scenenet train/0/21 1200
scenenet train/0/185 2550
scenenet train/0/286 600
scenenet train/0/386 325
scenenet train/0/63 5625
scenenet train/0/360 4125
scenenet train/0/6 5575
scenenet train/0/477 4000
scenenet train/0/159 1525
scenenet train/0/47 625
scenenet train/0/228 3575
scenenet train/0/389 6225
scenenet train/0/411 975
scenenet train/0/273 525
scenenet train/0/168 1000
scenenet train/0/403 3825
scenenet train/0/391 550
scenenet train/0/370 5100
scenenet train/0/335 4225
scenenet train/0/46 3300
scenenet train/0/44 3300
scenenet train/0/419 5850
scenenet train/0/156 5600
scenenet train/0/292 1900
scenenet train/0/141 5475
scenenet train/0/4 3150
scenenet train/0/91 300
scenenet train/0/156 5025
scenenet train/0/139 7150
scenenet train/0/267 0
scenenet train/0/11 5050
nyud 536
nyud 39
scannet scene0000_01 001992
scannet scene0000_00 002062
scannet scene0000_00 004786
scannet scene0002_01 002817
scannet scene0000_00 005248
scannet scene0000_01 001220
scannet scene0000_00 004226
scannet scene0000_02 000118
scannet scene0000_01 002222
scannet scene0002_01 000560
scannet scene0000_01 002706
scannet scene0000_01 000242
scenenet train/0/345 600
scenenet train/0/377 2450
scenenet train/0/244 5600
scenenet train/0/488 7300
scenenet train/0/386 2700
scenenet train/0/12 5050
scenenet train/0/256 5900
scenenet train/0/421 1175
scenenet train/0/40 325
scenenet train/0/429 6400
scenenet train/0/298 5000
scenenet train/0/247 5725
scenenet train/0/479 4250
scenenet train/0/191 4750
scenenet train/0/389 2950
scenenet train/0/438 1625
scenenet train/0/8 700
scenenet train/0/145 1825
scenenet train/0/117 1775
scenenet train/0/357 5000
scenenet train/0/143 3250
scenenet train/0/184 5575
scenenet train/0/49 2275
scenenet train/0/324 6700
scenenet train/0/334 775
scenenet train/0/443 4300
scenenet train/0/54 125
scenenet train/0/413 400
scenenet train/0/167 6200
scenenet train/0/10 5475
scenenet train/0/337 1600
scenenet train/0/404 6600
scenenet train/0/208 300
scenenet train/0/95 3875
nyud 869
nyud 203
scannet scene0000_00 000639
scannet scene0002_01 001509
scannet scene0000_00 003375
scannet scene0000_02 000291
scannet scene0000_02 003122
scannet scene0001_00 000927
scannet scene0000_01 000354
scannet scene0000_01 000681
scannet scene0002_01 003395
scannet scene0000_01 001441
scannet scene0000_02 005307
scannet scene0001_00 001324
scenenet train/0/312 6600
scenenet train/0/306 6825
scenenet train/0/179 6525
scenenet train/0/156 1775
scenenet train/0/178 3550
scenenet train/0/399 3350
scenenet train/0/365 150
scenenet train/0/366 1725
scenenet train/0/190 1700
scenenet train/0/366 875
scenenet train/0/401 4325
scenenet train/0/244 4425
scenenet train/0/395 3875
scenenet train/0/456 450
scenenet train/0/113 7275
scenenet train/0/257 1850
scenenet train/0/230 3325
scenenet train/0/374 2125
scenenet train/0/338 1625
scenenet train/0/26 3575
scenenet train/0/354 1300
scenenet train/0/158 150
scenenet train/0/380 7450
scenenet train/0/28 7275
scenenet train/0/309 6050
scenenet train/0/321 6450
scenenet train/0/35 4700
scenenet train/0/248 3300
scenenet train/0/257 6225
scenenet train/0/482 2975
scenenet train/0/221 3575
scenenet train/0/467 400
scenenet train/0/170 7300
scenenet train/0/202 3350
nyud 863
nyud 613
scannet scene0000_02 003490
scannet scene0000_02 001399
scannet scene0000_02 003949
scannet scene0000_02 003356
scannet scene0000_01 000808
scannet scene0000_01 002547
scannet scene0000_01 005445
scannet scene0000_02 003327
scannet scene0002_01 005489
scannet scene0000_00 000106
scannet scene0000_00 000747
scannet scene0000_00 001147
scenenet train/0/485 4350
scenenet train/0/207 5375
scenenet train/0/481 7275
scenenet train/0/278 50
scenenet train/0/399 6575
scenenet train/0/70 1350
scenenet train/0/287 75
scenenet train/0/226 5525
scenenet train/0/81 775
scenenet train/0/62 275
scenenet train/0/429 6050
scenenet train/0/412 4800
scenenet train/0/401 7250
scenenet train/0/374 6200
scenenet train/0/489 1350
scenenet train/0/479 2700
scenenet train/0/274 4775
scenenet train/0/403 4650
scenenet train/0/158 5825
scenenet train/0/497 900
scenenet train/0/39 6025
scenenet train/0/176 100
scenenet train/0/483 1325
scenenet train/0/43 4625
scenenet train/0/192 6825
scenenet train/0/269 1825
scenenet train/0/9 1025
scenenet train/0/233 3700
scenenet train/0/408 7400
scenenet train/0/57 6800
scenenet train/0/274 2050
scenenet train/0/355 1600
scenenet train/0/277 4500
scenenet train/0/368 6750
nyud 317
nyud 784
scannet scene0000_02 000925
scannet scene0002_01 000903
scannet scene0002_00 000604
scannet scene0000_00 005218
scannet scene0000_02 005054
scannet scene0002_00 000418
scannet scene0000_01 001820
scannet scene0001_00 000504
scannet scene0000_00 001130
scannet scene0000_01 003791
scannet scene0000_00 003869
scannet scene0000_01 002580
scenenet train/0/310 3700
scenenet train/0/60 6650
scenenet train/0/106 1725
scenenet train/0/209 2550
scenenet train/0/356 1000
scenenet train/0/86 4125
scenenet train/0/209 7175
scenenet train/0/351 4850
scenenet train/0/283 6350
scenenet train/0/230 5075
scenenet train/0/172 900
scenenet train/0/74 6875
scenenet train/0/236 1325
scenenet train/0/219 4775
scenenet train/0/225 3350
scenenet train/0/386 800
scenenet train/0/493 7200
scenenet train/0/393 5500
scenenet train/0/135 4550
scenenet train/0/141 6425
scenenet train/0/145 7275
scenenet train/0/93 2800
scenenet train/0/295 950
scenenet train/0/232 800
scenenet train/0/312 2350
scenenet train/0/55 3000
scenenet train/0/43 5475
scenenet train/0/170 6900
scenenet train/0/483 1750
scenenet train/0/370 6925
scenenet train/0/133 5250
scenenet train/0/258 4950
scenenet train/0/294 4300
scenenet train/0/394 2250
nyud 287
nyud 1046
scannet scene0002_01 003590
scannet scene0002_01 004112
scannet scene0000_00 001922
scannet scene0000_00 003465
scannet scene0001_00 000760
scannet scene0001_01 001244
scannet scene0000_00 002681
scannet scene0002_01 005066
scannet scene0001_00 000655
scannet scene0000_02 003571
scannet scene0001_00 001535
scannet scene0000_00 003403
scenenet train/0/192 6525
scenenet train/0/368 450
scenenet train/0/28 7250
scenenet train/0/298 2275
scenenet train/0/164 1550
scenenet train/0/489 1700
scenenet train/0/174 4775
scenenet train/0/118 4700
scenenet train/0/476 1525
scenenet train/0/400 325
scenenet train/0/493 4350
scenenet train/0/228 3625
scenenet train/0/215 4900
scenenet train/0/397 4275
scenenet train/0/414 2675
scenenet train/0/431 2625
scenenet train/0/134 1025
scenenet train/0/62 2725
scenenet train/0/418 7125
scenenet train/0/27 575
scenenet train/0/482 3000
scenenet train/0/296 2900
scenenet train/0/339 5100
scenenet train/0/194 3475
scenenet train/0/326 6350
scenenet train/0/499 4275
scenenet train/0/80 6200
scenenet train/0/255 1550
scenenet train/0/83 4700
scenenet train/0/289 2700
scenenet train/0/122 6875
scenenet train/0/306 5250
scenenet train/0/265 5125
scenenet train/0/461 5025
nyud 1253
nyud 830
scannet scene0002_01 004123
scannet scene0000_01 000293
scannet scene0000_02 004126
scannet scene0000_00 004993
scannet scene0002_01 000858
scannet scene0000_00 003154
scannet scene0002_00 000207
scannet scene0000_02 003689
scannet scene0000_01 000901
scannet scene0000_02 004756
scannet scene0002_00 001593
scannet scene0002_01 004960
scenenet train/0/472 5000
scenenet train/0/384 7200
scenenet train/0/229 6400
scenenet train/0/65 3800
scenenet train/0/498 100
scenenet train/0/93 6550
scenenet train/0/438 1300
scenenet train/0/469 2075
scenenet train/0/56 7475
scenenet train/0/190 4225
scenenet train/0/328 5200
scenenet train/0/72 4775
scenenet train/0/231 4275
scenenet train/0/191 4625
scenenet train/0/494 4750
scenenet train/0/381 6575
scenenet train/0/66 6150
scenenet train/0/308 3925
scenenet train/0/485 7450
scenenet train/0/294 1475
scenenet train/0/113 1825
scenenet train/0/224 75
scenenet train/0/289 4050
scenenet train/0/301 6700
scenenet train/0/149 2675
scenenet train/0/71 5550
scenenet train/0/43 2975
scenenet train/0/415 4275
scenenet train/0/21 375
scenenet train/0/299 1800
scenenet train/0/326 6325
scenenet train/0/410 5725
scenenet train/0/497 3925
scenenet train/0/8 4200
nyud 709
nyud 424
scannet scene0000_01 005237
scannet scene0000_02 005149
scannet scene0002_01 002643
scannet scene0000_02 000105
scannet scene0000_02 000090
scannet scene0000_00 000156
scannet scene0000_02 005212
scannet scene0000_00 001286
scannet scene0000_02 004417
scannet scene0000_01 003929
scannet scene0002_01 000049
scannet scene0002_01 001933
scenenet train/0/253 3375
scenenet train/0/484 4375
scenenet train/0/156 2500
scenenet train/0/363 6450
scenenet train/0/200 1175
scenenet train/0/416 2100
scenenet train/0/201 550
scenenet train/0/335 4450
scenenet train/0/203 975
scenenet train/0/170 325
scenenet train/0/243 3025
scenenet train/0/468 7250
scenenet train/0/344 2200
scenenet train/0/295 1100
scenenet train/0/432 6300
scenenet train/0/377 50
scenenet train/0/365 600
scenenet train/0/83 3450
scenenet train/0/173 2525
scenenet train/0/481 3900
scenenet train/0/374 4875
scenenet train/0/13 7375
scenenet train/0/375 600
scenenet train/0/494 400
scenenet train/0/89 2425
scenenet train/0/268 4725
scenenet train/0/327 1850
scenenet train/0/352 2300
scenenet train/0/93 4925
scenenet train/0/101 6000
scenenet train/0/484 6925
scenenet train/0/250 3750
scenenet train/0/37 2675
scenenet train/0/14 3450
nyud 259
nyud 943
scannet scene0002_01 001478
scannet scene0000_02 002507
scannet scene0000_02 004696
scannet scene0000_01 001102
scannet scene0000_02 002697
scannet scene0000_00 000187
scannet scene0000_01 000986
scannet scene0000_00 004286
scannet scene0001_01 000371
scannet scene0001_00 001431
scannet scene0002_00 000182
scannet scene0002_01 000756
scenenet train/0/491 2625
scenenet train/0/93 350
scenenet train/0/290 1875
scenenet train/0/101 5750
scenenet train/0/70 5675
scenenet train/0/23 5425
scenenet train/0/24 3700
scenenet train/0/167 250
scenenet train/0/285 5075
scenenet train/0/405 7450
scenenet train/0/264 750
scenenet train/0/140 5475
scenenet train/0/344 4125
scenenet train/0/430 4000
scenenet train/0/218 4475
scenenet train/0/96 5150
scenenet train/0/162 7150
scenenet train/0/12 6650
scenenet train/0/251 6625
scenenet train/0/409 3175
scenenet train/0/136 2575
scenenet train/0/413 1200
scenenet train/0/440 675
scenenet train/0/10 7125
scenenet train/0/352 6350
scenenet train/0/440 5850
scenenet train/0/313 1350
scenenet train/0/375 6450
scenenet train/0/302 2025
scenenet train/0/350 4500
scenenet train/0/235 4150
scenenet train/0/156 4800
scenenet train/0/224 2300
scenenet train/0/257 3925
nyud 877
nyud 452
scannet scene0002_01 001186
scannet scene0001_01 000634
scannet scene0000_01 000221
scannet scene0001_01 000244
scannet scene0000_00 004729
scannet scene0001_00 000856
scannet scene0000_01 001157
scannet scene0000_02 004290
scannet scene0000_01 001641
scannet scene0001_00 001485
scannet scene0002_01 005070
scannet scene0000_01 000244
scenenet train/0/20 3350
scenenet train/0/202 6050
scenenet train/0/274 2525
scenenet train/0/97 3575
scenenet train/0/244 7475
scenenet train/0/165 75
scenenet train/0/173 7025
scenenet train/0/213 1750
scenenet train/0/357 1050
scenenet train/0/321 425
scenenet train/0/484 6825
scenenet train/0/30 1275
scenenet train/0/82 3650
scenenet train/0/252 6450
scenenet train/0/27 1425
scenenet train/0/289 5100
scenenet train/0/333 2425
scenenet train/0/473 400
scenenet train/0/228 6875
scenenet train/0/231 6450
scenenet train/0/349 5500
scenenet train/0/55 1800
scenenet train/0/379 6675
scenenet train/0/49 775
scenenet train/0/100 6100
scenenet train/0/462 1875
scenenet train/0/97 3450
scenenet train/0/425 6975
scenenet train/0/405 5100
scenenet train/0/199 2375
scenenet train/0/100 4950
scenenet train/0/461 900
scenenet train/0/386 1175
scenenet train/0/450 6700
nyud 1031
nyud 690
scannet scene0001_01 000214
scannet scene0000_00 005237
scannet scene0001_00 001405
scannet scene0000_00 001714
scannet scene0002_01 002970
scannet scene0001_00 000171
scannet scene0000_01 001862
scannet scene0002_01 004737
scannet scene0000_01 002242
scannet scene0000_01 001018
scannet scene0000_02 005241
scannet scene0000_02 001830
scenenet train/0/259 5250
scenenet train/0/9 2350
scenenet train/0/397 1900
scenenet train/0/481 1100
scenenet train/0/447 2600
scenenet train/0/404 600
scenenet train/0/212 1750
scenenet train/0/18 375
scenenet train/0/34 6250
scenenet train/0/318 2425
scenenet train/0/296 1925
scenenet train/0/210 3075
scenenet train/0/183 1375
scenenet train/0/12 4925
scenenet train/0/223 6400
scenenet train/0/438 1075
scenenet train/0/311 4200
scenenet train/0/378 3875
scenenet train/0/158 5025
scenenet train/0/225 4150
scenenet train/0/142 900
scenenet train/0/470 5950
scenenet train/0/306 2475
scenenet train/0/183 2725
scenenet train/0/92 2000
scenenet train/0/49 7450
scenenet train/0/322 5225
scenenet train/0/131 2325
scenenet train/0/458 1900
scenenet train/0/254 4100
scenenet train/0/464 5900
scenenet train/0/146 4100
scenenet train/0/232 2375
scenenet train/0/364 3900
nyud 394
nyud 818
scannet scene0000_02 003425
scannet scene0002_01 005303
scannet scene0000_01 003538
scannet scene0001_00 001309
scannet scene0001_00 001207
scannet scene0002_00 000641
scannet scene0002_01 005312
scannet scene0000_00 001772
scannet scene0002_01 004999
scannet scene0002_01 003941
scannet scene0000_02 002852
scannet scene0002_00 000681
scenenet train/0/46 5775
scenenet train/0/201 2225
scenenet train/0/160 3325
scenenet train/0/359 6200
scenenet train/0/201 4800
